#Organism/Name,TaxID,BioProject Accession,BioProject ID,Group,SubGroup,Size (Kb),GC%,Host,Segmemts,Genes,Proteins,Release Date,Modify Date,Status
Beihai picorna-like virus 52,1922597,PRJNA359884,359884,Other,Other,10.278,42.7,invertebrates,NC_032557.1/KX883405.1,1,1,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 99,1922644,PRJNA359893,359893,Other,Other,6.503,40.6,invertebrates,NC_032628.1/KX883362.1,1,1,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 47,1922591,PRJNA359897,359897,Other,Other,8.92,40.7,invertebrates,NC_032531.1/KX883965.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 42,1922586,PRJNA359901,359901,Other,Other,9.166,43.2,invertebrates,NC_032528.1/KX883963.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 39,1922582,PRJNA359905,359905,Other,Other,9.206,49.1,invertebrates,NC_032572.1/KX883410.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 28,1922571,PRJNA359909,359909,Other,Other,9.559,42.4,invertebrates,NC_032620.1/KX884511.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai sipunculid worm virus 5,1922677,PRJNA359917,359917,Other,Other,12.524,45.3,invertebrates,NC_032565.1/KX883408.1,4,4,2016/12/10,2017/01/03,Complete Genome
Beihai sipunculid worm virus 1,1922673,PRJNA359921,359921,Other,Other,8.879,45.3,invertebrates,NC_032538.1/KX883388.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 21,1922564,PRJNA359913,359913,Other,Other,8.817,39.2,invertebrates,NC_032623.1/KX884515.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai shrimp virus 2,1922668,PRJNA359925,359925,Other,Other,10.355,44,invertebrates,NC_032594.1/KX883423.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai picorna-like virus 26,1922569,PRJNA359363,359363,Other,Other,9.864,43.3,invertebrates,NC_032527.1/KX884536.1,2,2,2016/12/10,2017/01/03,Complete Genome
Beihai tombus-like virus 19,1922722,PRJNA360421,360421,Other,Other,5.695,61.1,invertebrates, Unknown:NC_032726.1/KX883038.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei narna-like virus 25,1922956,PRJNA360860,360860,Other,Other,2.375,42.5,invertebrates, Unknown:NC_032727.1/KX883546.1,1,1,2016/12/10,2017/01/17,Complete Genome
Adelphocoris suturalis virus,1930920,PRJNA360992,360992,Other,Other,10.845,41.9,invertebrates, Unknown:NC_032728.1/KX966285.1,5,5,2017/01/10,2017/01/17,Complete Genome
Hubei tombus-like virus 27,1923274,PRJNA361602,361602,Other,Other,2.209,39.7,invertebrates, Unknown:NC_033048.1/KX883171.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 26,1923273,PRJNA361603,361603,Other,Other,2.286,42,invertebrates, Unknown:NC_032856.1/KX883143.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 25,1923272,PRJNA361604,361604,Other,Other,4.209,45,invertebrates, Unknown:NC_032789.1/KX883212.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 24,1923271,PRJNA361605,361605,Other,Other,2.613,51.4,invertebrates, Unknown:NC_033217.1/KX883108.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 23,1923270,PRJNA361606,361606,Other,Other,3.196,42.3,invertebrates, Unknown:NC_032901.1/KX883229.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 21,1923268,PRJNA361608,361608,Other,Other,4.633,49.8,invertebrates, Unknown:NC_032970.1/KX883160.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 20,1923267,PRJNA361609,361609,Other,Other,4.854,49.5,invertebrates, Unknown:NC_032988.1/KX883163.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 2,1923266,PRJNA361610,361610,Other,Other,5.51,53.9,invertebrates, Unknown:NC_032965.1/KX883240.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 19,1923265,PRJNA361611,361611,Other,Other,4.917,51.3,invertebrates, Unknown:NC_032927.1/KX883232.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 18,1923264,PRJNA361612,361612,Other,Other,4.059,43.5,invertebrates, Unknown:NC_032832.1/KX883138.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 21,1923101,PRJNA361613,361613,Other,Other,9.311,45.3,invertebrates, Unknown:NC_033069.1/KX884263.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 20,1923100,PRJNA361614,361614,Other,Other,8.382,42.6,invertebrates, Unknown:NC_033000.1/KX884254.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 2,1923099,PRJNA361615,361615,Other,Other,9.147,41.4,invertebrates, Unknown:NC_033080.1/KX884264.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 18,1923097,PRJNA361616,361616,Other,Other,9.478,38.2,invertebrates, Unknown:NC_033119.1/KX883935.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 78,1923162,PRJNA361617,361617,Other,Other,9.44,35.9,invertebrates, Unknown:NC_033212.1/KX884283.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 77,1923161,PRJNA361618,361618,Other,Other,8.961,37,invertebrates, Unknown:NC_033116.1/KX884269.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 76,1923160,PRJNA361619,361619,Other,Other,11.218,36.5,invertebrates, Unknown:NC_032812.1/KX883737.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 75,1923159,PRJNA361620,361620,Other,Other,10.123,40.6,invertebrates, Unknown:NC_032973.1/KX884251.1,5,5,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 74,1923158,PRJNA361621,361621,Other,Other,10.959,41.5,invertebrates, Unknown:NC_032986.1/KX884252.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 73,1923157,PRJNA361622,361622,Other,Other,10.912,40.2,invertebrates, Unknown:NC_032797.1/KX883735.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 72,1923156,PRJNA361623,361623,Other,Other,11.507,36,invertebrates, Unknown:NC_033242.1/KX884289.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 71,1923155,PRJNA361624,361624,Other,Other,11.26,40,invertebrates, Unknown:NC_033053.1/KX883687.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 70,1923154,PRJNA361625,361625,Other,Other,10.429,34.6,invertebrates, Unknown:NC_032777.1/KX883733.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 7,1923153,PRJNA361626,361626,Other,Other,9.614,51.2,invertebrates, Unknown:NC_033219.1/KX884284.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 69,1923152,PRJNA361627,361627,Other,Other,11.079,38.6,invertebrates, Unknown:NC_033021.1/KX884257.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 68,1923151,PRJNA361628,361628,Other,Other,10.857,41.9,invertebrates, Unknown:NC_033256.1/KX884292.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 67,1923150,PRJNA361629,361629,Other,Other,12.379,39.1,invertebrates, Unknown:NC_033005.1/KX884255.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 65,1923148,PRJNA361631,361631,Other,Other,8.941,45.4,invertebrates, Unknown:NC_033127.1/KX884270.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 64,1923147,PRJNA361632,361632,Other,Other,9.158,43.6,invertebrates, Unknown:NC_033145.1/KX883699.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 63,1923146,PRJNA361633,361633,Other,Other,8.882,44.6,invertebrates, Unknown:NC_032990.1/KX883911.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 62,1923145,PRJNA361634,361634,Other,Other,8.84,44.8,invertebrates, Unknown:NC_033045.1/KX883686.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 61,1923144,PRJNA361635,361635,Other,Other,8.681,51.1,invertebrates, Unknown:NC_033003.1/KX883915.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 60,1923143,PRJNA361636,361636,Other,Other,9.487,37.6,invertebrates, Unknown:NC_033148.1/KX883939.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 6,1923142,PRJNA361637,361637,Other,Other,8.747,41.5,invertebrates, Unknown:NC_033062.1/KX884262.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 59,1923141,PRJNA361638,361638,Other,Other,9.035,41.8,invertebrates, Unknown:NC_033019.1/KX883682.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 58,1923140,PRJNA361639,361639,Other,Other,9.145,41.1,invertebrates, Unknown:NC_033157.1/KX883701.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 56,1923138,PRJNA361640,361640,Other,Other,10.129,36.2,invertebrates, Unknown:NC_032759.1/KX883969.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 55,1923137,PRJNA361641,361641,Other,Other,9.795,36.8,invertebrates, Unknown:NC_033093.1/KX883691.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 54,1923136,PRJNA361642,361642,Other,Other,11.022,35.3,invertebrates, Unknown:NC_032743.1/KX884396.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 53,1923135,PRJNA361643,361643,Other,Other,13.389,38.9,invertebrates, Unknown:NC_032899.1/KX883894.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 52,1923134,PRJNA361644,361644,Other,Other,12.566,37.2,invertebrates, Unknown:NC_033026.1/KX883920.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 51,1923133,PRJNA361645,361645,Other,Other,8.905,33.9,invertebrates, Unknown:NC_033226.1/KX883953.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 50,1923132,PRJNA361646,361646,Other,Other,11.297,38.7,invertebrates, Unknown:NC_032998.1/KX883679.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 17,1923263,PRJNA361647,361647,Other,Other,3.717,41.3,invertebrates, Unknown:NC_032813.1/KX883136.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 15,1923261,PRJNA361648,361648,Other,Other,4,52,invertebrates, Unknown:NC_033009.1/KX883247.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 14,1923260,PRJNA361649,361649,Other,Other,4.303,49.4,invertebrates, Unknown:NC_032964.1/KX883159.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 13,1923259,PRJNA361650,361650,Other,Other,5.904,51.7,invertebrates, Unknown:NC_033017.1/KX883248.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 12,1923258,PRJNA361651,361651,Other,Other,2.495,54.6,invertebrates, Unknown:NC_032853.1/KX883221.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 11,1923257,PRJNA361652,361652,Other,Other,2.724,44.2,invertebrates, Unknown:NC_032960.1/KX883239.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 10,1923256,PRJNA361653,361653,Other,Other,3.851,50,invertebrates, Unknown:NC_032875.1/KX883224.1,2,2,2016/12/10,2017/01/17,Complete Genome
Hubei tombus-like virus 1,1923255,PRJNA361654,361654,Other,Other,5.43,52.5,invertebrates, Unknown:NC_032992.1/KX883244.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei tick virus 3,1923254,PRJNA361655,361655,Other,Other,9.177,40.4,invertebrates, Unknown:NC_032751.1/KX883728.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tick virus 2,1923253,PRJNA361656,361656,Other,Other,9.66,46.8,invertebrates, Unknown:NC_032758.1/KX883730.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tick virus 1,1923252,PRJNA361657,361657,Other,Other,9.487,35.5,invertebrates, Unknown:NC_032764.1/KX883731.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 8,1923250,PRJNA361658,361658,Other,Other,6.641,38.1402,invertebrates, 1:NC_033313.1/KX884046.1;  2:NC_033316.1/KX884047.1;  3:NC_033314.1/KX884048.1;  4:NC_033315.1/KX884049.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 7,1923249,PRJNA361659,361659,Other,Other,19.864,42.1,invertebrates, Unknown:NC_032735.1/KX883633.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 5,1923247,PRJNA361660,361660,Other,Other,9.65,36.5,invertebrates, Unknown:NC_033153.1/KX883700.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 4,1923246,PRJNA361661,361661,Other,Other,9.037,46.7,invertebrates, Unknown:NC_032753.1/KX883289.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 3,1923245,PRJNA361662,361662,Other,Other,9.528,46.6,invertebrates, Unknown:NC_033122.1/KX883696.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 2,1923244,PRJNA361663,361663,Other,Other,9.763,45.1,invertebrates, Unknown:NC_033094.1/KX883930.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei tetragnatha maxillosa virus 1,1923243,PRJNA361664,361664,Other,Other,8.601,40.2,invertebrates, Unknown:NC_032795.1/KX883296.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 9,1923193,PRJNA361665,361665,Other,Other,13.776,44.5,invertebrates, Unknown:NC_033267.1/KX884448.1,7,7,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 7,1923191,PRJNA361666,361666,Other,Other,9.614,33.8,invertebrates, Unknown:NC_033027.1/KX884428.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 4,1923188,PRJNA361667,361667,Other,Other,10.003,47.9,invertebrates, Unknown:NC_032783.1/KX884403.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 3,1923187,PRJNA361668,361668,Other,Other,12.303,40.6,invertebrates, Unknown:NC_032929.1/KX884417.1,6,6,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 2,1923186,PRJNA361669,361669,Other,Other,10.841,45.1,invertebrates, Unknown:NC_033261.1/KX884447.1,4,4,2016/12/10,2017/01/17,Complete Genome
Hubei rhabdo-like virus 1,1923185,PRJNA361670,361670,Other,Other,11.834,47.8,invertebrates, Unknown:NC_032971.1/KX884422.1,5,5,2016/12/10,2017/01/17,Complete Genome
Hubei polero-like virus 2,1923170,PRJNA361671,361671,Other,Other,6.083,47.2,invertebrates, Unknown:NC_033229.1/KX882844.1,5,5,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 9,1923168,PRJNA361672,361672,Other,Other,8.799,41.8,invertebrates, Unknown:NC_033134.1/KX883937.1,1,1,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 81,1923166,PRJNA361673,361673,Other,Other,10.315,38.6,invertebrates, Unknown:NC_033152.1/KX883940.1,3,3,2016/12/10,2017/01/17,Complete Genome
Hubei picorna-like virus 80,1923165,PRJNA361674,361674,Other,Other,6.021,36.7,invertebrates, Unknown:NC_033141.1/KX884272.1,1,1,2016/12/10,2017/01/17,Complete Genome
Chicken associated smacovirus,1932006,PRJNA361675,361675,unclassified viruses,unclassified,2.464,45.1,vertebrates, Unknown:NC_033275.1/KY086299.1,2,2,2017/01/08,2017/01/17,Complete Genome
Biomphalaria virus 3,1931371,PRJNA361676,361676,ssRNA viruses,unclassified,9.997,42.1,invertebrates, Unknown:NC_032840.1/KY024323.1,1,1,2017/01/10,2017/01/26,Complete Genome
Biomphalaria virus 1,1931369,PRJNA361677,361677,ssRNA viruses,unclassified,10.14,35.8,invertebrates, Unknown:NC_032804.1/KY024317.1,2,2,2017/01/10,2017/01/26,Complete Genome
Isaria javanica chrysovirus 1,1930960,PRJNA361678,361678,dsRNA viruses,Chrysoviridae,12.807,50.0312,fungi, 1:NC_033277.1/KX898416.1;  2:NC_033317.1/KX898417.1;  3:NC_033318.1/KX898418.1;  4:NC_033278.1/KX898419.1,4,4,2017/01/08,2017/01/17,Complete Genome
Nesidiocoris tenuis virus,1930921,PRJNA361679,361679,Other,Other,3.97,45.3,invertebrates, Unknown:NC_032729.1/KX966284.1,2,2,2017/01/10,2017/01/17,Complete Genome
Chicken stool-associated circular virus,1930302,PRJNA361680,361680,unclassified viruses,unclassified,4.668,43.5,vertebrates, Unknown:NC_033272.1/KY056251.1,3,3,2017/01/08,2017/01/17,Complete Genome
Chicken stool-associated gemycircularvirus,1930298,PRJNA361681,361681,Other,Genomoviridae,2.143,49.2,vertebrates, Unknown:NC_033270.1/KY056250.1,2,2,2017/01/08,2017/01/17,Complete Genome
Wenzhou sobemo-like virus 4,1923660,PRJNA361682,361682,Other,Other,2.961,45,invertebrates, Unknown:NC_033138.1/KX882831.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou sobemo-like virus 3,1923659,PRJNA361683,361683,Other,Other,2.841,47.7,invertebrates, Unknown:NC_033128.1/KX882830.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenzhou sobemo-like virus 2,1923658,PRJNA361684,361684,Other,Other,2.748,42.5,invertebrates, Unknown:NC_033120.1/KX882829.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou sobemo-like virus 1,1923657,PRJNA361685,361685,Other,Other,4.225,52.5,invertebrates, Unknown:NC_033239.1/KX882931.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 9,1923656,PRJNA361686,361686,Other,Other,4.609,52.0436,invertebrates, 1:NC_033300.1/KX882860.1;  2:NC_033295.1/KX882861.1,3,3,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 8,1923655,PRJNA361687,361687,Other,Other,10.445,52.2,invertebrates, Unknown:NC_032852.1/KX883984.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 6,1923653,PRJNA361688,361688,Other,Other,10.378,44.5,invertebrates, Unknown:NC_032996.1/KX884348.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 5,1923652,PRJNA361689,361689,Other,Other,8.524,44.8,invertebrates, Unknown:NC_032825.1/KX883979.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 4,1923651,PRJNA361690,361690,Other,Other,8.636,46.6,invertebrates, Unknown:NC_032989.1/KX884347.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 3,1923650,PRJNA361691,361691,Other,Other,10.472,50.8,invertebrates, Unknown:NC_032784.1/KX883794.1,5,5,2016/12/10,2017/01/17,Complete Genome
Wenzhou shrimp virus 10,1923649,PRJNA361692,361692,Other,Other,3.195,50.4,invertebrates, Unknown:NC_033164.1/KX883617.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou qinvirus-like virus 2,1923648,PRJNA361693,361693,Other,Other,8.052,57.606,invertebrates, 1:NC_033296.1/KX884000.1;  2:NC_033297.1/KX884001.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou qinvirus-like virus 1,1923647,PRJNA361694,361694,Other,Other,7.812,56.7615,invertebrates, 1:NC_033298.1/KX884002.1;  2:NC_033299.1/KX884003.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 9,1923646,PRJNA361695,361695,Other,Other,9.171,39.7,invertebrates, Unknown:NC_033067.1/KX884359.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 7,1923644,PRJNA361696,361696,Other,Other,8.783,40.8,invertebrates, Unknown:NC_032842.1/KX883982.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 6,1923643,PRJNA361697,361697,Other,Other,9.549,43.5,invertebrates, Unknown:NC_033110.1/KX884366.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 54,1923642,PRJNA361698,361698,Other,Other,7.5,45.2,invertebrates, Unknown:NC_033036.1/KX884355.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 53,1923641,PRJNA361699,361699,Other,Other,9.388,43,invertebrates, Unknown:NC_033163.1/KX884373.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 52,1923640,PRJNA361700,361700,Other,Other,8.991,44.2,invertebrates, Unknown:NC_032814.1/KX883300.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 51,1923639,PRJNA361701,361701,Other,Other,12.66,44.8,invertebrates, Unknown:NC_033101.1/KX884364.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 5,1923637,PRJNA361702,361702,Other,Other,9.166,40.8,invertebrates, Unknown:NC_033131.1/KX884369.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 49,1923636,PRJNA361703,361703,Other,Other,8.916,49.6,invertebrates, Unknown:NC_032900.1/KX884330.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 48,1923635,PRJNA361704,361704,Other,Other,9.55,38,invertebrates, Unknown:NC_032820.1/KX883301.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 47,1923634,PRJNA361705,361705,Other,Other,8.235,37.9,invertebrates, Unknown:NC_033150.1/KX884273.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 46,1923633,PRJNA361706,361706,Other,Other,10.473,45.6,invertebrates, Unknown:NC_032882.1/KX884326.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 45,1923632,PRJNA361707,361707,Other,Other,9.581,43,invertebrates, Unknown:NC_033051.1/KX884357.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 44,1923631,PRJNA361708,361708,Other,Other,10.856,44.7,invertebrates, Unknown:NC_033198.1/KX884378.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 43,1923630,PRJNA361709,361709,Other,Other,7.396,49,invertebrates, Unknown:NC_033107.1/KX884365.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 42,1923629,PRJNA361710,361710,Other,Other,7.81,42.3,invertebrates, Unknown:NC_032947.1/KX884339.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 41,1923628,PRJNA361711,361711,Other,Other,7.966,36.2,invertebrates, Unknown:NC_032933.1/KX884336.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 40,1923627,PRJNA361712,361712,Other,Other,8.752,34.7,invertebrates, Unknown:NC_032921.1/KX884334.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 4,1923626,PRJNA361713,361713,Other,Other,9.345,41.9,invertebrates, Unknown:NC_033151.1/KX884371.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 39,1923625,PRJNA361714,361714,Other,Other,8.215,32.6,invertebrates, Unknown:NC_032911.1/KX884332.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 37,1923623,PRJNA361715,361715,Other,Other,9.763,39.7,invertebrates, Unknown:NC_033001.1/KX884349.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 36,1923622,PRJNA361716,361716,Other,Other,9.667,33.7,invertebrates, Unknown:NC_032966.1/KX884343.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 35,1923621,PRJNA361717,361717,Other,Other,9.865,41.3,invertebrates, Unknown:NC_032969.1/KX884344.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 33,1923619,PRJNA361718,361718,Other,Other,8.465,49.3,invertebrates, Unknown:NC_032939.1/KX884337.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 32,1923618,PRJNA361719,361719,Other,Other,9.319,40.5,invertebrates, Unknown:NC_033083.1/KX884361.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 31,1923617,PRJNA361720,361720,Other,Other,8.678,45.3,invertebrates, Unknown:NC_032959.1/KX884341.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 29,1923614,PRJNA361721,361721,Other,Other,9.463,44,invertebrates, Unknown:NC_032908.1/KX883319.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 28,1923613,PRJNA361722,361722,Other,Other,10.012,41.4,invertebrates, Unknown:NC_032975.1/KX884345.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 27,1923612,PRJNA361723,361723,Other,Other,8.091,50.8,invertebrates, Unknown:NC_032837.1/KX883981.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 26,1923611,PRJNA361724,361724,Other,Other,9.287,49,invertebrates, Unknown:NC_033205.1/KX884379.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 25,1923610,PRJNA361725,361725,Other,Other,8.464,52.3,invertebrates, Unknown:NC_032943.1/KX884338.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 24,1923609,PRJNA361726,361726,Other,Other,8.778,38.5,invertebrates, Unknown:NC_033088.1/KX884362.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 23,1923608,PRJNA361727,361727,Other,Other,9.223,38.4,invertebrates, Unknown:NC_032873.1/KX884324.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 22,1923607,PRJNA361728,361728,Other,Other,8.89,42,invertebrates, Unknown:NC_032906.1/KX884331.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 21,1923606,PRJNA361729,361729,Other,Other,7.62,39.5,invertebrates, Unknown:NC_033010.1/KX884351.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 20,1923605,PRJNA361730,361730,Other,Other,8.476,35.1,invertebrates, Unknown:NC_033041.1/KX884356.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 2,1923604,PRJNA361731,361731,Other,Other,8.895,38,invertebrates, Unknown:NC_032808.1/KX883299.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 19,1923603,PRJNA361732,361732,Other,Other,10.153,44.8,invertebrates, Unknown:NC_033215.1/KX884381.1,2,2,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 18,1923602,PRJNA361733,361733,Other,Other,6.682,47.2,invertebrates, Unknown:NC_032847.1/KX883983.1,1,1,2016/12/10,2017/01/17,Complete Genome
Wenzhou picorna-like virus 17,1923601,PRJNA361734,361734,Other,Other,8.127,36.8,invertebrates, Unknown:NC_033057.1/KX884358.1,2,2,2016/12/10,2017/01/17,Complete Genome
